Id,SalePrice
1461,131122.5165
1462,172680.8722
1463,178743.5419
1464,181884.9325
1465,241479.2041
1466,182830.1855
1467,186088.5778
1468,188860.0132
1469,206008.5406
1470,108009.9535
1471,210874.1279
1472,147916.5572
1473,109426.81
1474,170883.9221
1475,159838.0085
1476,300688.6723
1477,260354.632
1478,292214.9972
1479,285908.8278
1480,359205.7844
1481,307064.6067
1482,221404.3582
1483,187114.7619
1484,195215.6996
1485,175461.2513
1486,205584.3178
1487,290467.4947
1488,274967.9787
1489,200954.1368
1490,186275.899
1491,190893.2418
1492,104864.7686
1493,185083.1635
1494,276314.5683
1495,288860.7402
1496,237185.5551
1497,197689.0888
1498,171303.921
1499,177000.386
1500,157358.1561
1501,172542.4041
1502,169908.2629
1503,259457.9127
1504,235062.6887
1505,220130.5875
1506,230604.1393
1507,232558.8974
1508,200735.4709
1509,172162.0972
1510,154235.5767
1511,158246.3226
1512,163347.23
1513,169350.9082
1514,166934.6552
1515,182698.0368
1516,168509.7324
1517,168618.0365
1518,186161.7509
1519,236469.8475
1520,120997.6521
1521,142704.4515
1522,176220.4957
1523,106624.022
1524,118365.6968
1525,136429.5404
1526,126597.3961
1527,105495.2062
1528,154436.363
1529,137888.772
1530,186884.9416
1531,124844.2925
1532,97757.25938
1533,167196.3023
1534,143142.2783
1535,144673.1352
1536,126135.8118
1537,39046.79055
1538,195725.9721
1539,213172.9039
1540,135621.8743
1541,165949.2048
1542,154126.0423
1543,202400.5897
1544,73500.23454
1545,136581.7435
1546,152153.605
1547,135961.0405
1548,154456.6844
1549,106126.6557
1550,149578.238
1551,133986.4421
1552,129299.273
1553,134963.5131
1554,143138.6359
1555,179199.937
1556,118984.5027
1557,123935.3273
1558,122915.8683
1559,89940.17542
1560,155325.8095
1561,159809.4957
1562,119570.2256
1563,113106.4118
1564,164143.326
1565,137657.4485
1566,219624.4582
1567,78301.26011
1568,188719.5577
1569,98339.31917
1570,132198.4159
1571,96518.04713
1572,139565.6664
1573,239298.2503
1574,168448.0353
1575,230955.189
1576,223756.1896
1577,195680.2108
1578,148521.9156
1579,157852.1766
1580,210008.7285
1581,126144.0719
1582,117526.8705
1583,279994.2644
1584,225127.2291
1585,151968.9658
1586,28078.25204
1587,98285.87102
1588,126046.4698
1589,103131.9437
1590,148881.7852
1591,89037.95639
1592,149239.5988
1593,144275.5897
1594,122650.3845
1595,130089.2937
1596,222631.9717
1597,179466.9678
1598,197177.2791
1599,209762.7025
1600,234568.0928
1601,9002.486265
1602,139802.9549
1603,81967.95435
1604,262254.5104
1605,265817.0202
1606,179094.8595
1607,233128.3749
1608,229952.5647
1609,200660.9683
1610,124710.5692
1611,143572.4604
1612,185056.4286
1613,172409.9876
1614,119689.9271
1615,63166.81685
1616,63166.81685
1617,77841.959
1618,119557.449
1619,133017.1501
1620,217171.9541
1621,136728.1661
1622,152862.5081
1623,258436.2232
1624,185199.8516
1625,133964.0828
1626,202559.3405
1627,182598.4215
1628,272714.0254
1629,189430.853
1630,311160.6842
1631,231782.6454
1632,252665.5771
1633,186371.1267
1634,189706.8693
1635,181510.0381
1636,186804.2854
1637,188746.0537
1638,224680.7264
1639,211505.4178
1640,232716.4266
1641,196610.7902
1642,208187.0775
1643,227664.1798
1644,239552.0521
1645,172517.6209
1646,173555.9773
1647,205493.1828
1648,156638.3329
1649,138263.2676
1650,112387.1601
1651,112516.5306
1652,131085.9032
1653,136652.9977
1654,172515.7813
1655,173289.2837
1656,176839.1281
1657,184167.4524
1658,188361.4287
1659,142877.9839
1660,148038.3949
1661,334690.0066
1662,322578.702
1663,316203.1755
1664,383485.2916
1665,289691.7448
1666,277151.307
1667,288846.7283
1668,295754.6705
1669,296204.5329
1670,299419.2771
1671,239902.2496
1672,347218.5242
1673,291106.3541
1674,258520.9991
1675,183910.2294
1676,180099.0385
1677,222056.0558
1678,359977.5088
1679,307658.0479
1680,291819.0443
1681,260266.7812
1682,277458.5817
1683,230972.9375
1684,179808.916
1685,171979.9365
1686,206279.704
1687,181157.7163
1688,196882.8753
1689,189060.9384
1690,194131.3128
1691,185666.0714
1692,268696.1753
1693,169764.7862
1694,174008.2468
1695,193955.9734
1696,246968.6755
1697,176866.5784
1698,303511.7162
1699,295023.4945
1700,218915.5006
1701,266878.0357
1702,259972.7356
1703,255575.2076
1704,265979.5829
1705,254064.3349
1706,354786.1571
1707,216802.4512
1708,202917.5886
1709,285857.125
1710,241425.4386
1711,234171.6864
1712,284299.5581
1713,252854.1376
1714,230427.2431
1715,201240.6496
1716,206391.8608
1717,200618.9961
1718,163075.4902
1719,213736.0692
1720,245969.5011
1721,192684.9024
1722,127366.8475
1723,150373.8142
1724,232244.9422
1725,209830.3837
1726,181695.0464
1727,202849.9363
1728,199506.3026
1729,152302.2421
1730,161635.4477
1731,140944.9422
1732,126617.2193
1733,117897.2832
1734,135691.3872
1735,104584.6515
1736,121544.6761
1737,291050.1893
1738,198006.4809
1739,291696.7493
1740,222662.7758
1741,184147.7601
1742,172542.4041
1743,200316.0642
1744,252792.1942
1745,246983.1856
1746,240146.1938
1747,204765.1471
1748,204666.7175
1749,149094.1288
1750,148732.5418
1751,230361.7556
1752,124369.9713
1753,173294.6387
1754,242465.9561
1755,179198.142
1756,107595.7539
1757,106245.6121
1758,149821.1932
1759,170071.9092
1760,153828.9218
1761,158374.3636
1762,175194.019
1763,186406.3242
1764,118460.6398
1765,220086.7182
1766,202270.0743
1767,216785.4647
1768,121598.9843
1769,191357.4781
1770,153514.0905
1771,142023.1714
1772,149389.9198
1773,115089.2633
1774,222453.6847
1775,146897.9257
1776,142962.6002
1777,122016.5435
1778,128972.7347
1779,109272.5868
1780,196759.7913
1781,152493.2941
1782,81443.35041
1783,151854.2829
1784,72810.87491
1785,128044.9553
1786,121090.5541
1787,198419.6823
1788,-30.05068494
1789,115376.3653
1790,35771.88094
1791,244493.3893
1792,171369.1585
1793,172776.6466
1794,165089.3122
1795,167526.994
1796,140078.2013
1797,165007.1458
1798,136178.3441
1799,112754.8521
1800,99926.16398
1801,115959.0056
1802,141962.5447
1803,179538.5146
1804,134460.0123
1805,141119.8291
1806,138727.0961
1807,173252.7785
1808,124742.6689
1809,117070.9716
1810,159916.4174
1811,92387.56296
1812,115938.9402
1813,118567.0299
1814,88609.36278
1815,-6078.479301
1816,107244.0959
1817,127141.9385
1818,174925.2358
1819,128645.7854
1820,76630.98976
1821,138541.5529
1822,175095.5823
1823,33964.82632
1824,149284.1765
1825,133451.8
1826,91696.94317
1827,121558.6016
1828,133065.5607
1829,169060.9176
1830,181627.9545
1831,186669.664
1832,145509.3023
1833,162680.7526
1834,134010.2173
1835,180392.5919
1836,165046.4221
1837,61190.76195
1838,152402.546
1839,77862.09181
1840,131470.6721
1841,135508.2512
1842,118964.7162
1843,132452.4272
1844,129792.6831
1845,141713.2297
1846,167660.752
1847,142963.641
1848,-6437.345577
1849,91977.87394
1850,143961.4164
1851,155464.2309
1852,144875.3494
1853,117342.4546
1854,175339.7796
1855,143925.2881
1856,218013.4551
1857,115299.3444
1858,147268.9218
1859,110480.2678
1860,162143.2281
1861,126763.4494
1862,284287.9791
1863,272895.049
1864,289984.4441
1865,292528.9276
1866,305608.4657
1867,243262.1294
1868,267227.3768
1869,211375.7258
1870,256059.9381
1871,245072.7818
1872,167985.5153
1873,244134.9962
1874,114311.9239
1875,228880.5636
1876,188114.7637
1877,210439.7013
1878,237090.612
1879,123248.1437
1880,132610.4952
1881,264515.4777
1882,256868.4277
1883,193382.9557
1884,230860.7808
1885,240503.5202
1886,259931.2615
1887,231076.22
1888,252074.399
1889,175166.3663
1890,118314.5577
1891,143709.4947
1892,80337.79383
1893,142786.0831
1894,162881.937
1895,147540.4027
1896,137330.1621
1897,111464.7029
1898,122089.782
1899,142220.216
1900,141091.2802
1901,160176.0475
1902,142047.9299
1903,227354.379
1904,129471.6734
1905,215752.7191
1906,130844.3511
1907,207028.2962
1908,149266.2911
1909,152438.1741
1910,146741.7091
1911,169819.0618
1912,270901.974
1913,168356.7197
1914,70747.78299
1915,274182.1363
1916,2992.791317
1917,250399.238
1918,139026.2119
1919,157294.4466
1920,183598.4849
1921,340108.7389
1922,288425.4572
1923,183518.0349
1924,217624.014
1925,218134.4862
1926,312995.5354
